Date,Product Category,Quantity Sold,Price per Unit,Total Price
23/08/2024,Milk Products,2,15.5,31
23/08/2024,Milk Products,2,15.5,31
23/08/2024,Patisserie,2,36.5,73
23/08/2024,Butchers,3,20,60
23/08/2024,Milk Products,3,38,114
23/08/2024,Furniture,5,5,25
23/08/2024,Beverages,5,14,70
23/08/2024,Furniture,7,27.5,192.5
23/08/2024,Food,9,20,180
23/08/2024,Patisserie,9,33.5,301.5
23/08/2024,Computers and electric accessories,10,23,230
24/08/2024,Electric household essentials,1,21.5,21.5
24/08/2024,Beverages,1,24.5,24.5
24/08/2024,Milk Products,1,32,32
24/08/2024,Patisserie,1,41,41
24/08/2024,Computers and electric accessories,2,5,10
24/08/2024,Milk Products,2,12.5,25
24/08/2024,Milk Products,3,23,69
24/08/2024,Food,8,18.5,148
24/08/2024,Electric household essentials,10,5,50
24/08/2024,Butchers,10,14,140
25/08/2024,Butchers,1,35,35
25/08/2024,Milk Products,3,36.5,109.5
25/08/2024,Patisserie,4,41,164
25/08/2024,Furniture,6,26,156
25/08/2024,Butchers,8,17,136
25/08/2024,Electric household essentials,8,21.5,172
25/08/2024,Food,8,29,232
25/08/2024,Computers and electric accessories,9,21.5,193.5
25/08/2024,Milk Products,9,23,207
25/08/2024,Patisserie,9,33.5,301.5
25/08/2024,Food,10,11,110
26/08/2024,Milk Products,1,8,8
26/08/2024,Computers and electric accessories,3,38,114
26/08/2024,Beverages,4,33.5,134
26/08/2024,Furniture,5,12.5,62.5
26/08/2024,Computers and electric accessories,5,35,175
26/08/2024,Butchers,6,27.5,165
26/08/2024,Computers and electric accessories,8,18.5,148
26/08/2024,Food,9,21.5,193.5
26/08/2024,Electric household essentials,10,11,110
26/08/2024,Electric household essentials,10,26,260
27/08/2024,Furniture,1,12.5,12.5
27/08/2024,Patisserie,1,15.5,15.5
27/08/2024,Computers and electric accessories,1,23,23
27/08/2024,Milk Products,1,27.5,27.5
27/08/2024,Butchers,2,14,28
27/08/2024,Patisserie,2,26,52
27/08/2024,Furniture,4,20,80
27/08/2024,Electric household essentials,5,26,130
27/08/2024,Beverages,5,29,145
27/08/2024,Beverages,5,33.5,167.5
27/08/2024,Electric household essentials,8,35,280
27/08/2024,Electric household essentials,9,15.5,139.5
27/08/2024,Milk Products,9,32,288
27/08/2024,Computers and electric accessories,10,12.5,125
28/08/2024,Furniture,4,6.5,26
28/08/2024,Furniture,4,14,56
28/08/2024,Computers and electric accessories,4,20,80
28/08/2024,Furniture,4,39.5,158
28/08/2024,Beverages,6,24.5,147
28/08/2024,Butchers,7,36.5,255.5
28/08/2024,Furniture,8,41,328
28/08/2024,Computers and electric accessories,9,30.5,274.5
29/08/2024,Furniture,2,12.5,25
29/08/2024,Electric household essentials,3,33.5,100.5
29/08/2024,Butchers,3,39.5,118.5
29/08/2024,Beverages,5,6.5,32.5
29/08/2024,Butchers,5,38,190
29/08/2024,Furniture,5,39.5,197.5
29/08/2024,Food,6,20,120
29/08/2024,Beverages,7,15.5,108.5
29/08/2024,Computers and electric accessories,8,11,88
29/08/2024,Furniture,9,11,99
29/08/2024,Patisserie,10,21.5,215
30/08/2024,Computers and electric accessories,2,35,70
30/08/2024,Food,2,41,82
30/08/2024,Patisserie,3,17,51
30/08/2024,Food,3,30.5,91.5
30/08/2024,Computers and electric accessories,5,14,70
31/08/2024,Beverages,1,6.5,6.5
31/08/2024,Butchers,2,35,70
31/08/2024,Butchers,2,38,76
31/08/2024,Furniture,4,5,20
31/08/2024,Food,4,29,116
31/08/2024,Electric household essentials,5,20,100
31/08/2024,Furniture,5,39.5,197.5
31/08/2024,Patisserie,6,9.5,57
31/08/2024,Food,6,18.5,111
31/08/2024,Food,7,12.5,87.5
31/08/2024,Electric household essentials,7,33.5,234.5
31/08/2024,Beverages,9,8,72
31/08/2024,Patisserie,10,20,200
31/08/2024,Electric household essentials,10,26,260
31/08/2024,Butchers,10,41,410
01/09/2024,Furniture,1,11,11
01/09/2024,Butchers,2,33.5,67
01/09/2024,Milk Products,3,15.5,46.5
01/09/2024,Butchers,6,8,48
01/09/2024,Computers and electric accessories,6,14,84
01/09/2024,Patisserie,7,8,56
01/09/2024,Food,7,23,161
01/09/2024,Food,8,17,136
01/09/2024,Patisserie,8,20,160
01/09/2024,Computers and electric accessories,8,30.5,244
01/09/2024,Beverages,9,41,369
01/09/2024,Milk Products,10,23,230
02/09/2024,Electric household essentials,1,5,5
02/09/2024,Patisserie,1,14,14
02/09/2024,Electric household essentials,1,35,35
02/09/2024,Milk Products,2,23,46
02/09/2024,Patisserie,2,24.5,49
02/09/2024,Patisserie,2,27.5,55
02/09/2024,Food,4,18.5,74
02/09/2024,Milk Products,4,20,80
02/09/2024,Beverages,5,29,145
02/09/2024,Beverages,5,39.5,197.5
02/09/2024,Electric household essentials,7,17,119
02/09/2024,Furniture,7,38,266
02/09/2024,Food,7,41,287
02/09/2024,Patisserie,8,32,256
02/09/2024,Computers and electric accessories,9,21.5,193.5
02/09/2024,Beverages,10,38,380
03/09/2024,Patisserie,1,39.5,39.5
03/09/2024,Patisserie,2,20,40
03/09/2024,Furniture,4,5,20
03/09/2024,Milk Products,4,39.5,158
03/09/2024,Milk Products,6,36.5,219
03/09/2024,Computers and electric accessories,7,23,161
03/09/2024,Butchers,7,26,182
03/09/2024,Electric household essentials,9,5,45
03/09/2024,Computers and electric accessories,9,32,288
04/09/2024,Milk Products,1,33.5,33.5
04/09/2024,Patisserie,2,17,34
04/09/2024,Electric household essentials,3,11,33
04/09/2024,Food,3,15.5,46.5
04/09/2024,Beverages,3,30.5,91.5
04/09/2024,Butchers,4,12.5,50
04/09/2024,Beverages,6,15.5,93
04/09/2024,Beverages,6,39.5,237
04/09/2024,Butchers,7,41,287
04/09/2024,Food,8,18.5,148
04/09/2024,Computers and electric accessories,9,23,207
04/09/2024,Milk Products,10,32,320
05/09/2024,Beverages,1,6.5,6.5
05/09/2024,Computers and electric accessories,1,18.5,18.5
05/09/2024,Milk Products,2,5,10
05/09/2024,Butchers,2,30.5,61
05/09/2024,Milk Products,4,20,80
05/09/2024,Beverages,4,30.5,122
05/09/2024,Butchers,4,36.5,146
05/09/2024,Computers and electric accessories,9,18.5,166.5
05/09/2024,Milk Products,9,26,234
05/09/2024,Patisserie,10,26,260
06/09/2024,Beverages,1,21.5,21.5
06/09/2024,Food,1,26,26
06/09/2024,Computers and electric accessories,2,6.5,13
06/09/2024,Electric household essentials,2,38,76
06/09/2024,Electric household essentials,2,41,82
06/09/2024,Butchers,3,27.5,82.5
06/09/2024,Food,4,30.5,122
06/09/2024,Computers and electric accessories,5,6.5,32.5
06/09/2024,Electric household essentials,5,41,205
06/09/2024,Computers and electric accessories,6,21.5,129
06/09/2024,Electric household essentials,7,11,77
06/09/2024,Patisserie,7,24.5,171.5
06/09/2024,Beverages,7,29,203
06/09/2024,Milk Products,7,36.5,255.5
06/09/2024,Furniture,9,27.5,247.5
06/09/2024,Furniture,10,15.5,155
07/09/2024,Food,1,20,20
07/09/2024,Patisserie,1,29,29
07/09/2024,Electric household essentials,3,26,78
07/09/2024,Milk Products,4,20,80
07/09/2024,Food,7,21.5,150.5
07/09/2024,Computers and electric accessories,8,23,184
07/09/2024,Beverages,8,33.5,268
07/09/2024,Electric household essentials,9,26,234
07/09/2024,Computers and electric accessories,9,32,288
08/09/2024,Milk Products,1,6.5,6.5
08/09/2024,Milk Products,3,32,96
08/09/2024,Patisserie,5,20,100
08/09/2024,Electric household essentials,5,26,130
08/09/2024,Computers and electric accessories,6,14,84
08/09/2024,Computers and electric accessories,7,20,140
08/09/2024,Furniture,9,26,234
08/09/2024,Food,10,21.5,215
08/09/2024,Electric household essentials,10,29,290
09/09/2024,Beverages,1,5,5
09/09/2024,Patisserie,2,21.5,43
09/09/2024,Butchers,2,23,46
09/09/2024,Computers and electric accessories,2,32,64
09/09/2024,Patisserie,3,6.5,19.5
09/09/2024,Patisserie,3,26,78
09/09/2024,Furniture,4,20,80
09/09/2024,Electric household essentials,4,23,92
09/09/2024,Furniture,4,39.5,158
09/09/2024,Patisserie,5,15.5,77.5
09/09/2024,Beverages,6,24.5,147
09/09/2024,Electric household essentials,9,15.5,139.5
09/09/2024,Furniture,10,18.5,185
10/09/2024,Butchers,1,33.5,33.5
10/09/2024,Computers and electric accessories,2,17,34
10/09/2024,Electric household essentials,5,26,130
10/09/2024,Butchers,6,35,210
10/09/2024,Furniture,6,41,246
10/09/2024,Patisserie,10,29,290
10/09/2024,Beverages,10,29,290
10/09/2024,Milk Products,10,32,320
11/09/2024,Beverages,2,29,58
11/09/2024,Furniture,3,18.5,55.5
11/09/2024,Computers and electric accessories,4,26,104
11/09/2024,Milk Products,7,39.5,276.5
11/09/2024,Furniture,8,8,64
11/09/2024,Beverages,8,23,184
11/09/2024,Patisserie,9,15.5,139.5
12/09/2024,Electric household essentials,1,26,26
12/09/2024,Patisserie,1,36.5,36.5
12/09/2024,Furniture,3,35,105
12/09/2024,Milk Products,4,14,56
12/09/2024,Patisserie,5,9.5,47.5
12/09/2024,Electric household essentials,5,24.5,122.5
12/09/2024,Patisserie,5,26,130
12/09/2024,Computers and electric accessories,5,32,160
12/09/2024,Beverages,6,14,84
12/09/2024,Butchers,6,30.5,183
12/09/2024,Electric household essentials,7,17,119
12/09/2024,Milk Products,7,20,140
12/09/2024,Patisserie,7,36.5,255.5
12/09/2024,Beverages,8,36.5,292
13/09/2024,Furniture,1,6.5,6.5
13/09/2024,Butchers,2,27.5,55
13/09/2024,Milk Products,2,33.5,67
13/09/2024,Furniture,3,39.5,118.5
13/09/2024,Food,6,30.5,183
13/09/2024,Milk Products,7,8,56
13/09/2024,Food,7,21.5,150.5
13/09/2024,Milk Products,8,12.5,100
13/09/2024,Milk Products,9,14,126
13/09/2024,Computers and electric accessories,10,11,110
14/09/2024,Electric household essentials,1,27.5,27.5
14/09/2024,Butchers,1,38,38
14/09/2024,Food,2,5,10
14/09/2024,Butchers,2,32,64
14/09/2024,Beverages,3,24.5,73.5
15/09/2024,Patisserie,2,11,22
15/09/2024,Furniture,2,26,52
15/09/2024,Milk Products,2,38,76
15/09/2024,Furniture,3,20,60
15/09/2024,Patisserie,3,32,96
15/09/2024,Computers and electric accessories,5,21.5,107.5
15/09/2024,Electric household essentials,7,23,161
15/09/2024,Food,7,26,182
15/09/2024,Butchers,10,18.5,185
15/09/2024,Beverages,10,26,260
16/09/2024,Food,1,23,23
16/09/2024,Electric household essentials,3,23,69
16/09/2024,Electric household essentials,4,32,128
16/09/2024,Beverages,6,6.5,39
16/09/2024,Computers and electric accessories,6,11,66
16/09/2024,Food,6,33.5,201
16/09/2024,Electric household essentials,7,26,182
16/09/2024,Electric household essentials,9,14,126
16/09/2024,Computers and electric accessories,10,20,200
17/09/2024,Electric household essentials,1,12.5,12.5
17/09/2024,Milk Products,2,14,28
17/09/2024,Beverages,4,29,116
17/09/2024,Food,5,21.5,107.5
17/09/2024,Food,6,21.5,129
17/09/2024,Furniture,6,30.5,183
17/09/2024,Furniture,9,8,72
17/09/2024,Beverages,9,24.5,220.5
17/09/2024,Patisserie,10,36.5,365
18/09/2024,Butchers,1,23,23
18/09/2024,Beverages,2,39.5,79
18/09/2024,Furniture,3,41,123
18/09/2024,Furniture,6,33.5,201
18/09/2024,Food,6,39.5,237
18/09/2024,Patisserie,8,5,40
18/09/2024,Butchers,8,14,112
18/09/2024,Beverages,8,41,328
18/09/2024,Food,9,24.5,220.5
18/09/2024,Electric household essentials,9,29,261
18/09/2024,Beverages,9,35,315
18/09/2024,Electric household essentials,9,36.5,328.5
18/09/2024,Food,10,17,170
19/09/2024,Food,1,41,41
19/09/2024,Food,2,12.5,25
19/09/2024,Food,3,18.5,55.5
19/09/2024,Computers and electric accessories,4,38,152
19/09/2024,Computers and electric accessories,5,26,130
19/09/2024,Food,6,14,84
19/09/2024,Computers and electric accessories,8,11,88
19/09/2024,Electric household essentials,8,23,184
19/09/2024,Furniture,9,41,369
19/09/2024,Electric household essentials,10,18.5,185
20/09/2024,Electric household essentials,1,15.5,15.5
20/09/2024,Food,1,29,29
20/09/2024,Patisserie,2,33.5,67
20/09/2024,Butchers,4,32,128
20/09/2024,Milk Products,5,8,40
20/09/2024,Furniture,8,35,280
20/09/2024,Beverages,9,6.5,58.5
21/09/2024,Food,1,14,14
21/09/2024,Butchers,1,23,23
21/09/2024,Milk Products,3,20,60
21/09/2024,Electric household essentials,3,29,87
21/09/2024,Butchers,3,36.5,109.5
21/09/2024,Patisserie,5,15.5,77.5
21/09/2024,Computers and electric accessories,7,18.5,129.5
21/09/2024,Beverages,8,29,232
21/09/2024,Furniture,9,6.5,58.5
22/09/2024,Food,1,33.5,33.5
22/09/2024,Electric household essentials,2,21.5,43
22/09/2024,Furniture,3,20,60
22/09/2024,Computers and electric accessories,3,33.5,100.5
22/09/2024,Electric household essentials,5,26,130
22/09/2024,Beverages,5,32,160
22/09/2024,Butchers,5,38,190
22/09/2024,Beverages,6,6.5,39
22/09/2024,Electric household essentials,6,27.5,165
22/09/2024,Electric household essentials,6,36.5,219
22/09/2024,Food,8,33.5,268
22/09/2024,Computers and electric accessories,9,18.5,166.5
22/09/2024,Beverages,10,27.5,275
23/09/2024,Milk Products,1,14,14
23/09/2024,Furniture,3,26,78
23/09/2024,Computers and electric accessories,3,36.5,109.5
23/09/2024,Furniture,6,26,156
23/09/2024,Beverages,9,35,315
24/09/2024,Computers and electric accessories,1,32,32
24/09/2024,Beverages,1,33.5,33.5
24/09/2024,Computers and electric accessories,3,21.5,64.5
24/09/2024,Food,3,41,123
24/09/2024,Milk Products,5,30.5,152.5
24/09/2024,Food,5,30.5,152.5
24/09/2024,Milk Products,8,29,232
25/09/2024,Electric household essentials,2,12.5,25
25/09/2024,Computers and electric accessories,2,23,46
25/09/2024,Electric household essentials,2,26,52
25/09/2024,Butchers,4,33.5,134
25/09/2024,Electric household essentials,5,33.5,167.5
25/09/2024,Butchers,6,6.5,39
25/09/2024,Beverages,6,14,84
25/09/2024,Computers and electric accessories,6,33.5,201
25/09/2024,Beverages,6,41,246
25/09/2024,Milk Products,7,8,56
25/09/2024,Patisserie,10,38,380
26/09/2024,Computers and electric accessories,1,38,38
26/09/2024,Computers and electric accessories,2,38,76
26/09/2024,Computers and electric accessories,3,21.5,64.5
26/09/2024,Computers and electric accessories,6,30.5,183
26/09/2024,Milk Products,7,5,35
26/09/2024,Furniture,8,32,256
26/09/2024,Butchers,8,41,328
27/09/2024,Computers and electric accessories,1,11,11
27/09/2024,Computers and electric accessories,2,9.5,19
27/09/2024,Butchers,5,26,130
27/09/2024,Milk Products,7,38,266
27/09/2024,Patisserie,8,21.5,172
27/09/2024,Furniture,8,35,280
27/09/2024,Butchers,8,35,280
27/09/2024,Beverages,8,38,304
27/09/2024,Butchers,9,9.5,85.5
27/09/2024,Patisserie,9,20,180
28/09/2024,Butchers,3,27.5,82.5
28/09/2024,Patisserie,5,27.5,137.5
28/09/2024,Electric household essentials,7,21.5,150.5
28/09/2024,Food,8,12.5,100
28/09/2024,Patisserie,8,18.5,148
28/09/2024,Furniture,9,33.5,301.5
28/09/2024,Furniture,10,9.5,95
28/09/2024,Patisserie,10,20,200
29/09/2024,Food,1,11,11
29/09/2024,Milk Products,1,36.5,36.5
29/09/2024,Electric household essentials,2,14,28
29/09/2024,Furniture,2,30.5,61
29/09/2024,Patisserie,3,14,42
29/09/2024,Food,4,9.5,38
29/09/2024,Milk Products,4,32,128
29/09/2024,Computers and electric accessories,5,18.5,92.5
29/09/2024,Computers and electric accessories,5,20,100
29/09/2024,Patisserie,5,26,130
29/09/2024,Computers and electric accessories,5,36.5,182.5
29/09/2024,Computers and electric accessories,5,41,205
29/09/2024,Patisserie,8,17,136
29/09/2024,Food,8,24.5,196
29/09/2024,Milk Products,8,38,304
29/09/2024,Furniture,9,9.5,85.5
29/09/2024,Milk Products,9,12.5,112.5
29/09/2024,Milk Products,9,20,180
29/09/2024,Food,9,33.5,301.5
29/09/2024,Butchers,10,6.5,65
30/09/2024,Food,1,11,11
30/09/2024,Computers and electric accessories,1,32,32
30/09/2024,Furniture,2,11,22
30/09/2024,Food,2,30.5,61
30/09/2024,Food,3,6.5,19.5
30/09/2024,Patisserie,3,11,33
30/09/2024,Beverages,3,24.5,73.5
30/09/2024,Patisserie,4,15.5,62
30/09/2024,Beverages,4,35,140
30/09/2024,Butchers,5,30.5,152.5
30/09/2024,Beverages,6,9.5,57
30/09/2024,Beverages,6,26,156
30/09/2024,Butchers,7,5,35
30/09/2024,Furniture,7,11,77
30/09/2024,Beverages,8,8,64
30/09/2024,Butchers,9,32,288
30/09/2024,Beverages,10,32,320
01/10/2024,Food,2,24.5,49
01/10/2024,Beverages,2,24.5,49
01/10/2024,Electric household essentials,2,26,52
01/10/2024,Electric household essentials,2,29,58
01/10/2024,Computers and electric accessories,4,21.5,86
01/10/2024,Computers and electric accessories,5,20,100
01/10/2024,Furniture,5,38,190
01/10/2024,Milk Products,6,15.5,93
01/10/2024,Furniture,7,26,182
01/10/2024,Beverages,10,29,290
01/10/2024,Beverages,10,39.5,395
02/10/2024,Butchers,1,39.5,39.5
02/10/2024,Patisserie,3,20,60
02/10/2024,Milk Products,3,27.5,82.5
02/10/2024,Milk Products,4,11,44
02/10/2024,Patisserie,4,29,116
02/10/2024,Furniture,6,35,210
02/10/2024,Food,8,41,328
02/10/2024,Furniture,9,5,45
02/10/2024,Beverages,9,39.5,355.5
02/10/2024,Furniture,10,18.5,185
03/10/2024,Electric household essentials,2,18.5,37
03/10/2024,Patisserie,3,15.5,46.5
03/10/2024,Patisserie,3,21.5,64.5
03/10/2024,Computers and electric accessories,4,11,44
03/10/2024,Butchers,4,35,140
03/10/2024,Butchers,4,36.5,146
03/10/2024,Furniture,5,27.5,137.5
03/10/2024,Butchers,6,21.5,129
03/10/2024,Butchers,6,38,228
03/10/2024,Food,8,33.5,268
03/10/2024,Electric household essentials,10,17,170
04/10/2024,Patisserie,1,15.5,15.5
04/10/2024,Food,2,24.5,49
04/10/2024,Computers and electric accessories,4,21.5,86
04/10/2024,Milk Products,6,5,30
04/10/2024,Beverages,7,20,140
04/10/2024,Food,7,23,161
04/10/2024,Patisserie,7,41,287
04/10/2024,Food,8,21.5,172
04/10/2024,Furniture,9,35,315
05/10/2024,Furniture,2,11,22
05/10/2024,Milk Products,2,23,46
05/10/2024,Butchers,3,38,114
05/10/2024,Milk Products,4,6.5,26
05/10/2024,Electric household essentials,4,20,80
05/10/2024,Beverages,4,33.5,134
05/10/2024,Computers and electric accessories,6,27.5,165
05/10/2024,Electric household essentials,7,32,224
05/10/2024,Patisserie,8,23,184
05/10/2024,Furniture,9,12.5,112.5
05/10/2024,Food,10,14,140
06/10/2024,Patisserie,2,5,10
06/10/2024,Patisserie,2,17,34
06/10/2024,Patisserie,3,36.5,109.5
06/10/2024,Butchers,3,41,123
06/10/2024,Electric household essentials,7,38,266
06/10/2024,Milk Products,8,5,40
06/10/2024,Butchers,8,8,64
06/10/2024,Furniture,8,12.5,100
06/10/2024,Patisserie,9,17,153
06/10/2024,Milk Products,9,33.5,301.5
07/10/2024,Milk Products,2,12.5,25
07/10/2024,Computers and electric accessories,3,5,15
07/10/2024,Beverages,3,21.5,64.5
07/10/2024,Electric household essentials,3,38,114
07/10/2024,Patisserie,6,38,228
07/10/2024,Furniture,7,21.5,150.5
07/10/2024,Food,7,30.5,213.5
07/10/2024,Milk Products,8,23,184
07/10/2024,Beverages,9,41,369
07/10/2024,Food,10,17,170
07/10/2024,Beverages,10,35,350
07/10/2024,Electric household essentials,10,38,380
08/10/2024,Food,1,23,23
08/10/2024,Beverages,1,30.5,30.5
08/10/2024,Milk Products,2,14,28
08/10/2024,Furniture,2,14,28
08/10/2024,Electric household essentials,2,17,34
08/10/2024,Beverages,2,41,82
08/10/2024,Food,5,11,55
08/10/2024,Computers and electric accessories,6,32,192
08/10/2024,Milk Products,7,9.5,66.5
08/10/2024,Furniture,8,18.5,148
08/10/2024,Butchers,8,30.5,244
08/10/2024,Butchers,9,24.5,220.5
08/10/2024,Patisserie,10,29,290
09/10/2024,Patisserie,1,26,26
09/10/2024,Food,1,36.5,36.5
09/10/2024,Furniture,1,38,38
09/10/2024,Milk Products,2,27.5,55
09/10/2024,Food,3,26,78
09/10/2024,Furniture,4,38,152
09/10/2024,Computers and electric accessories,4,41,164
09/10/2024,Butchers,5,15.5,77.5
09/10/2024,Patisserie,6,17,102
09/10/2024,Computers and electric accessories,6,35,210
09/10/2024,Milk Products,7,15.5,108.5
09/10/2024,Beverages,8,15.5,124
09/10/2024,Beverages,8,26,208
09/10/2024,Milk Products,9,14,126
09/10/2024,Butchers,10,30.5,305
10/10/2024,Computers and electric accessories,1,20,20
10/10/2024,Butchers,1,29,29
10/10/2024,Butchers,2,29,58
10/10/2024,Computers and electric accessories,3,18.5,55.5
10/10/2024,Butchers,4,21.5,86
10/10/2024,Electric household essentials,5,9.5,47.5
10/10/2024,Patisserie,5,20,100
10/10/2024,Electric household essentials,5,32,160
10/10/2024,Food,6,33.5,201
10/10/2024,Butchers,6,33.5,201
10/10/2024,Electric household essentials,8,12.5,100
10/10/2024,Furniture,8,21.5,172
10/10/2024,Computers and electric accessories,10,5,50
10/10/2024,Food,10,12.5,125
10/10/2024,Beverages,10,30.5,305
10/10/2024,Beverages,10,33.5,335
11/10/2024,Computers and electric accessories,1,5,5
11/10/2024,Butchers,1,12.5,12.5
11/10/2024,Computers and electric accessories,1,26,26
11/10/2024,Computers and electric accessories,2,12.5,25
11/10/2024,Beverages,7,33.5,234.5
11/10/2024,Furniture,7,38,266
11/10/2024,Butchers,8,12.5,100
11/10/2024,Computers and electric accessories,8,30.5,244
11/10/2024,Beverages,9,17,153
11/10/2024,Computers and electric accessories,9,27.5,247.5
11/10/2024,Beverages,10,26,260
12/10/2024,Food,3,8,24
12/10/2024,Furniture,3,20,60
12/10/2024,Milk Products,3,32,96
12/10/2024,Beverages,5,8,40
12/10/2024,Butchers,5,36.5,182.5
12/10/2024,Food,7,11,77
12/10/2024,Beverages,7,21.5,150.5
12/10/2024,Beverages,8,5,40
12/10/2024,Beverages,8,21.5,172
12/10/2024,Food,8,23,184
12/10/2024,Electric household essentials,8,23,184
12/10/2024,Butchers,10,36.5,365
13/10/2024,Furniture,1,14,14
13/10/2024,Food,2,30.5,61
13/10/2024,Butchers,4,23,92
13/10/2024,Furniture,4,33.5,134
13/10/2024,Food,5,21.5,107.5
13/10/2024,Food,6,11,66
13/10/2024,Patisserie,6,20,120
13/10/2024,Electric household essentials,7,17,119
13/10/2024,Milk Products,7,27.5,192.5
13/10/2024,Beverages,8,6.5,52
13/10/2024,Milk Products,8,23,184
13/10/2024,Butchers,10,21.5,215
14/10/2024,Milk Products,4,14,56
14/10/2024,Electric household essentials,4,26,104
14/10/2024,Computers and electric accessories,5,35,175
14/10/2024,Computers and electric accessories,7,14,98
14/10/2024,Furniture,7,39.5,276.5
14/10/2024,Electric household essentials,8,21.5,172
14/10/2024,Beverages,10,6.5,65
14/10/2024,Patisserie,10,9.5,95
15/10/2024,Computers and electric accessories,1,6.5,6.5
15/10/2024,Computers and electric accessories,4,17,68
15/10/2024,Patisserie,4,39.5,158
15/10/2024,Milk Products,6,20,120
15/10/2024,Food,6,24.5,147
15/10/2024,Patisserie,6,36.5,219
15/10/2024,Milk Products,7,8,56
15/10/2024,Patisserie,8,41,328
15/10/2024,Food,9,32,288
16/10/2024,Computers and electric accessories,1,27.5,27.5
16/10/2024,Butchers,2,14,28
16/10/2024,Beverages,2,41,82
16/10/2024,Butchers,3,11,33
16/10/2024,Milk Products,3,12.5,37.5
16/10/2024,Electric household essentials,3,38,114
16/10/2024,Computers and electric accessories,5,9.5,47.5
16/10/2024,Milk Products,7,38,266
16/10/2024,Furniture,8,11,88
16/10/2024,Furniture,9,15.5,139.5
17/10/2024,Patisserie,1,9.5,9.5
17/10/2024,Milk Products,1,32,32
17/10/2024,Furniture,1,41,41
17/10/2024,Patisserie,2,15.5,31
17/10/2024,Electric household essentials,2,36.5,73
17/10/2024,Computers and electric accessories,4,35,140
17/10/2024,Milk Products,4,36.5,146
17/10/2024,Butchers,5,8,40
17/10/2024,Milk Products,8,5,40
17/10/2024,Patisserie,8,9.5,76
17/10/2024,Food,9,33.5,301.5
17/10/2024,Food,10,41,410
18/10/2024,Food,1,36.5,36.5
18/10/2024,Food,2,11,22
18/10/2024,Butchers,2,38,76
18/10/2024,Computers and electric accessories,3,18.5,55.5
18/10/2024,Furniture,3,26,78
18/10/2024,Butchers,3,38,114
18/10/2024,Butchers,3,41,123
18/10/2024,Food,5,39.5,197.5
18/10/2024,Computers and electric accessories,6,9.5,57
18/10/2024,Butchers,10,21.5,215
18/10/2024,Butchers,10,38,380
19/10/2024,Computers and electric accessories,2,8,16
19/10/2024,Beverages,2,17,34
19/10/2024,Patisserie,2,38,76
19/10/2024,Food,4,33.5,134
19/10/2024,Butchers,5,38,190
19/10/2024,Furniture,8,12.5,100
19/10/2024,Butchers,8,36.5,292
19/10/2024,Food,9,6.5,58.5
20/10/2024,Milk Products,1,14,14
20/10/2024,Computers and electric accessories,1,23,23
20/10/2024,Milk Products,2,9.5,19
20/10/2024,Furniture,3,33.5,100.5
20/10/2024,Electric household essentials,3,38,114
20/10/2024,Electric household essentials,4,29,116
20/10/2024,Computers and electric accessories,6,11,66
20/10/2024,Milk Products,6,33.5,201
20/10/2024,Beverages,7,8,56
20/10/2024,Milk Products,7,27.5,192.5
20/10/2024,Milk Products,10,20,200
21/10/2024,Furniture,1,24.5,24.5
21/10/2024,Beverages,3,6.5,19.5
21/10/2024,Beverages,3,36.5,109.5
21/10/2024,Patisserie,3,41,123
21/10/2024,Computers and electric accessories,5,32,160
21/10/2024,Beverages,6,26,156
21/10/2024,Electric household essentials,6,35,210
21/10/2024,Patisserie,9,29,261
21/10/2024,Butchers,9,38,342
21/10/2024,Patisserie,9,39.5,355.5
22/10/2024,Butchers,3,14,42
22/10/2024,Beverages,3,35,105
22/10/2024,Patisserie,5,38,190
22/10/2024,Furniture,8,20,160
22/10/2024,Milk Products,9,23,207
23/10/2024,Butchers,1,36.5,36.5
23/10/2024,Furniture,2,6.5,13
23/10/2024,Butchers,2,8,16
23/10/2024,Butchers,3,6.5,19.5
23/10/2024,Milk Products,4,15.5,62
23/10/2024,Food,5,24.5,122.5
23/10/2024,Electric household essentials,9,17,153
23/10/2024,Patisserie,9,38,342
23/10/2024,Food,10,15.5,155
23/10/2024,Food,10,30.5,305
24/10/2024,Patisserie,2,29,58
24/10/2024,Milk Products,4,27.5,110
24/10/2024,Electric household essentials,5,27.5,137.5
24/10/2024,Electric household essentials,6,12.5,75
24/10/2024,Computers and electric accessories,6,20,120
24/10/2024,Computers and electric accessories,7,21.5,150.5
24/10/2024,Electric household essentials,10,18.5,185
25/10/2024,Food,1,36.5,36.5
25/10/2024,Electric household essentials,1,41,41
25/10/2024,Butchers,2,14,28
25/10/2024,Butchers,2,26,52
25/10/2024,Furniture,5,6.5,32.5
25/10/2024,Electric household essentials,7,32,224
25/10/2024,Butchers,7,41,287
25/10/2024,Patisserie,9,8,72
25/10/2024,Electric household essentials,9,17,153
25/10/2024,Patisserie,10,11,110
25/10/2024,Beverages,10,32,320
26/10/2024,Food,1,9.5,9.5
26/10/2024,Electric household essentials,2,11,22
26/10/2024,Butchers,3,14,42
26/10/2024,Furniture,3,39.5,118.5
26/10/2024,Milk Products,5,11,55
26/10/2024,Milk Products,5,12.5,62.5
26/10/2024,Milk Products,5,36.5,182.5
26/10/2024,Food,6,30.5,183
26/10/2024,Food,7,8,56
26/10/2024,Electric household essentials,10,29,290
27/10/2024,Beverages,2,38,76
27/10/2024,Food,4,9.5,38
